,Lyrics
"""Stand Up""",stand stand yeah stand stand move move like move move like move move like hell yeah hey bring back move move like move move like move move like hell yeah hey bring back gon fuck bitch goddamn reason vip ceo see young wild strapped like chi ali blaow got nothing worry whoop as let security carry watch medallion diamond reckless feel like midget hanging necklace pulled million truck looking smelling feeling like million buck ahh pas bottle heat huddle smoking cheech chong wrong club moon full looking thick young lady pull one sure shot way get pant take note brand new dance like might also like move move like move move like move move like hell yeah hey bring back move move like move move like move move like hell yeah hey bring back big as let see something tell little friend quit mean mugging lit care one think fuck waitress drink people outside get gon rush back door break owner already pissed cause sort late time clothes got coordinate girl looking right looking mess spilling drink dress louis vuitton bra breast got wanting put hickey chest ahh come gon party tonight use mouth mouth bring party life scared show another part life drink system harder fight move move like move move like move move like hell yeah hey bring back move move like move move like move move like hell yeah hey bring back stand stand stand stand damn right fire marshal wan shut get someone gun two song away getting cut one song away tearing club move luda got something say cause tomorrow promised today work let become one beat worry stepping foot move move like move move like move move like hell yeah hey bring back move move like move move like move move like hell yeah hey bring back stand stand stand stand stand like stand like stand stand 
"""Suga Suga""",tight fly got lifted got lifted got lifted shifted higher ceilin ooh wee ultimate feelin got lifted feeling gifted sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly know leather ride woodgrain rawhide rawhide watchin screen gettin high high girl keep fly sweet honey bun bun money gone gone money come come top lie love get blowed blowed little sugar little chulo chulo every time kick groovy groove treat like sticky icky sweet ooh wee gooey yeah real though might also like got lifted shifted higher ceilin ooh wee ultimate feelin got lifted feeling gifted sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly worried thang cause hit lick got fat sack superfly chick nothin say player cause doo wop fly like plane air right full grown settin wrong tone diggin energy lovin ozone fly like dove fly like raven quick politic fly conversation natural mood natural dude natural fool blowin pool like sexy cool mama blaze bravada rockin dolce gabbana hydro cubana got lifted shifted higher ceilin ooh wee ultimate feelin got lifted feeling gifted sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly know leather ride woodgrain rawhide watchin screen gettin high girl keep fly sweet honey bun money gone money come know leather ride woodgrain rawhide watchin screen gettin high girl keep fly sweet honey bun money gone money come real though got lifted shifted higher ceilin ooh wee ultimate feelin got lifted feeling gifted sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly sugar sugar get fly high like star high like star high like star high like star azucar 
"""All Falls Down""",fall yeah real one baby tellin fall chi town stand fall southside southside gon set party right tellin fall westside westside gon set party right man promise self conscious idea doin college major majored make money drop parent look funny tell insecurr concept school seems securr sophomore three yurrs picked carurr like fuck stay hurr hair cause enough money buy pair new air cause baby daddy really care precious peer pressure afford car named daughter alexis hair long looked like weave cut look like eve dealin issue believe single black female addicted retail well might also like fall fall gon call tellin fall mon mon fall man promise self conscious always see least one watch rollies pasha done drove crazy even pronounce nothing pas ver say see spent four hundred buck like nigga even grocery store without one clean shirt team seem livin american dream people highest got lowest self esteem prettiest people ugliest thing road rich diamond ring shine hate floss cause degrade tryna buy back acre paper look low stoop even benz still nigga coupe fall come come tellin fall fall gon call fall come come tellin fall fall say fuck police treat buy way jail buy freedom buy lot clothes really need thing buy cover inside cause made hate ourself love wealth shorty hollerin ballers drug dealer buy jordan crackhead buy crack white man get paid even gon act holier thou cause fuck went jacob thou house cause wan park pushin benz want act ballerific like terrific got couple past due bill get specific got problem spendin get self conscious first admit fall mon mon fall gon call tellin fall mon mon fall fall southside southside gon set party right tellin fall westside westside gon set party right fall chi town chi town gon show get tellin fall syleena like safe belt saved life mon fall tellin fall 
"""Toxic""",baby see callin guy like wear warnin dangerous fallin escape wait need hit baby give dangerous lovin high come losing head spinnin round round feel taste lip ride toxic slippin taste poison paradise addicted know toxic love know toxic gettin late give took sip devil cup slowly takin might also like high come air around feel taste lip ride toxic slippin taste poison paradise addicted know toxic love know toxic know toxic taste lip ride toxic slippin taste poison paradise addicted know toxic taste lip ride toxic slippin toxic taste poison paradise addicted know toxic intoxicate lovin think ready think ready intoxicate lovin think ready 
"""Salt Shaker""",shawty crunk floor wide open skeet much call billy ocean roll like wheeler fine killer leaking soaking wet leaking soaking wet shake like salt shaker shake like salt shaker shake like salt shaker shake like salt shaker popping till percolate first booty duty time wait make work wet shirt bitch got shake till calf muscle hurt say heel foot strap around ankle jegga jegga jegga call bitch bojangles juicy like fruit douche like coup deville lucy get loose goose real five dollar get as table dance got bring friend shake as till song end wit well boy grown men gon dance well wan waste nigga song sittin as nothing might also like shawty crunk floor wide open skeet much call billy ocean roll like wheeler fine killer leaking soaking wet leaking soaking wet shake like salt shaker shake like salt shaker shake like salt shaker shake like salt shaker face wall shawty put hand bounce as make nigga want face wall shawty put hand bounce as make nigga want roll as round round like motherfucking wheel shake shit motherfuckin drill roll as round round like motherfucking wheel shake shit motherfucking drill get crunk get loose like short said let bruce bruce hit get crunk get loose like short said let bruce bruce hit shake as real fast stop shit shake as real fast stop shit shake as real fast drop shit shake as real fast drop shit shawty crunk floor wide open skeet much call billy ocean roll like wheeler fine killer leaking soaking wet leaking soaking wet shake like salt shaker shake like salt shaker shake like salt shaker shake like salt shaker shake like dollar would twenty twen get stage shake as get pole backbend like another bitch work like game playing win make pussy fart ying yang twin bitch thong club home thick redbone big butt game spittin bitch splitting floor bonafide deny certified pro pole upside real plenty time pay bill day clerk night turn stripper even dating trying tip shawty crunk floor wide open skeet much call billy ocean roll like wheeler fine killer leaking soaking wet leaking soaking wet shake like salt shaker shake like salt shaker shake like salt shaker shake like salt shaker 
"""With You""",need boo got see boo heart world tonight said heart world tonight need boo got see boo hey heart world tonight said heart world tonight hey little mama ooh stunner hot little figure yes winner glad class ooh little cutie talk swear whole world stop sweetheart glad mine one kind mean mean together baby nothing cause got need money need car girl might also like girl one else would cause every kiss every hug make fall love know one bet heart world tonight love life feel feel girl girl want nobody else without one left like jordan saturday got wait hey little shawty say care know care know true know lie know would try everything yeah cause got need money need car girl girl one else would cause every kiss every hug hug make fall love know one know bet heart world tonight love life feel feel hey hey never try deny whole life cause ever let would die front need another woman need nothing cause got straight baby best part day need boo got see boo heart world tonight hey hey said heart world tonight ooh ooh ooh yeah need boo need got see boo said heart world tonight heart world tonight baby girl one else would cause every kiss every kiss every hug every hug make fall love make know one one bet heart world tonight love life feel feel girl babe yeah 
"""We Belong Together""",sweet love yeah mean said love shoulda held tight never shoulda let know nothing stupid foolish lying fathomed would ever without love never imagined sitting beside guess know guess know thought knew everything never felt feeling feeling hear voice touch kiss lip cause choice give lying side right cause baby belong together left lost part together still hard believe come back baby please come back come back come back come back cause belong together else gon lean time get rough else gon talk phone til sun come else gon take place nobody better else baby baby belong together might also like sleep night mind bobby womack radio singing think lonely wait minute deep deep got change station turn dial tryin catch break hear babyface think breaking heart tryna keep together falling apart feelin element throwin thing cryin tryin figure hell went wrong pain reflected song even half feeling inside need need back life baby life life belong together left lost part together still hard believe come back baby please come back come back come back come back cause belong together else gon lean time get rough gon talk phone til sun come gon take place nobody better baby baby belong together baby belong together left lost part still hard believe come back baby please come back come back come back come back cause belong together gon lean time get rough gon talk til sun come gon take place nobody better baby baby belong together belong together 
"""Hollaback Girl""",huh shit girl stomp foot like time around track gon happen like cause hollaback girl hollaback girl time around track gon happen like cause hollaback girl hollaback girl ooh shit shit ooh shit shit ooh shit shit ooh shit shit heard talking shit think would hear people hear talking like getting everybody fired ready attack gon lead pack gon get touchdown gon take right put pom pom getting everybody fired might also like time around track gon happen like cause hollaback girl hollaback girl time around track gon happen like cause hollaback girl hollaback girl ooh shit shit ooh shit shit ooh shit shit ooh shit shit right dude meet bleacher principal student teacher wan winner one gon fight gon give gon make fall gon sock right last one standing another one bite dust time around track gon happen like cause hollaback girl hollaback girl time around track gon happen like cause hollaback girl hollaback girl ooh shit shit ooh shit shit ooh shit shit ooh shit shit let hear say shit banana shit banana shit banana shit banana time around track gon happen like cause hollaback girl hollaback girl time around track gon happen like cause hollaback girl hollaback girl ooh shit shit ooh shit shit ooh shit shit ooh shit shit 
"""Let Me Love You""",mmmm mmmm yeah mmmm yeah yeah yeah mmmm mmmm yeah mmmm yeah yeah baby get enjoy bein hurt know smelled perfume makeup shirt believe story know lie bad stick around know man baby never worry bout comin home back every night doin right type woman deserves good thing fistful diamond hand full ring baby star wan show let love let one give everything want need baby good love protection make selection show way love supposed baby let love love love love yeah listen might also like true beauty description look good hurt dime plus shame even know worth everywhere stop stare cause bad show head toe control baby know man baby never worry bout comin home back every night doin right type woman deserves good thing fistful diamond hand full ring baby star wan show let love let one give everything want need ooh baby good love protection make selection show way love supposed baby let deserve better girl know deserve better together girl baby whatever girl hey make thing let love let one let one give give everything want need everything need baby good love protection said everything make selection take baby show way love supposed baby let love let one give everything want need give everything good love protection make selection show way love supposed hey let love love let one give everything want need one everything need good love protection protection make selection selection baby show way love supposed yeah let love need baby 
"""Since U Been Gone""",thing started friend cool pretend yeah yeah since gone dedicated took time long til called mine yeah yeah since gone ever hear say picture ever hear say since gone breathe first time moving yeah yeah thanks get want since gone put put even fell stupid love song yeah yeah since gone might also like come never hear say wan guess never felt way since gone breathe first time moving yeah yeah thanks get get want since gone chance blew sight mind shut mouth take since gone since gone breathe first time moving yeah yeah thanks thanks get get want breathe first time moving yeah yeah thanks thanks get get know know get get want since gone since gone since gone 
"""Gold Digger""",parody gold digger kanye west featuring jamie foxx roman job make monkey right yes tryin endlessly overeager bonediggers never found jigsaw piece make monkey right make funky biology kid hominid come lizard whose mama fish hatin bone digger say evolution figure hatin bone digger never seen hole bigger sound like evidence found sound like head ground sound like proud sound quite boneheaded need ponder whether evolution wrong whether maybe put cover dawn said tell rock tell carbon cause world got flock descendant charles robert darwin lookin odds casino life could come random acid amino zero know hocus pocus wan make accidental process let pretend fishy got kid stood fin crawled land without evidence today trustin worldview better faith know make much nothin stuff heard mythbusters best forensic sample cut mustard care none say still trust make monkey hatin bone digger right say evolution figure make funky hatin bone digger biology never seen hole bigger kid sound like evidence found hominid sound like head ground come lizard sound like proud whose mama fish sound quite boneheaded fateful year year prove great new theory know funny way found support kid made hominid part gibbon pig museum deceiving visit one take couple bone pawn primate posed find sort life form could study went rock got dinosaur muddy talkin actin like bible funny could got dinos sooner tried job bunk holler want proof want proof yeah somethin make mad cause link either weak bad great big dig since waiting searchin found exist chorus hating bone digger found trilobite stone petrified tree know evolution paleontology transition form lackin got hole sleeve option fun gon make man pond scum religion baby surprised fishy four jeep messiah let fight abuse darwin cause nice gon keep stallin tryin prove right though catch lead back bible second half chorus might also likeromans wrath god revealed heaven godlessness wickedness men suppress truth wickedness since may known god plain god made plain since creation world god invisible quality eternal power divine nature clearly seen understood made men without excuse parodudes music 
"""Boulevard of Broken Dreams""",walk lonely road one ever known know go home walk alone walk empty street boulevard broken dream city sleep one walk alone walk alone walk alone walk alone walk shadow one walk beside shallow heart thing beatin sometimes wish someone find til walk alone walkin line divide somewhere mind borderline edge walk alone read line fucked everything right check vital sign know still alive walk alone might also like walk alone walk alone walk alone walk shadow one walk beside shallow heart thing beatin sometimes wish someone find til walk alone walk alone walk walk empty street boulevard broken dream city sleep one walk shadow one walk beside shallow heart thing beatin sometimes wish someone find til walk alone 
"""Candy Shop""",yeah huh seductive take candy shop let lick lollipop head girl stop keep goin hit spot whoa take candy shop yeah want one taste got huh spendin got come keep goin hit spot whoa could way want gon back thing push temperature risin okay let next level dance floor jam packed hot tea kettle break baby simple nympho nympho hotel back rental beach park whatever got magic stick love doctor friend teasin bout sprung got wan show could work baby problem get top get bounce around like low rider seasoned vet come shit work sweat could play stick tryin explain baby best way melt mouth girl hand might also like take candy shop let lick lollipop head girl stop keep goin hit spot whoa take candy shop want one taste got spendin got keep goin hit spot whoa girl thing thing yeah yeah give baby nice slow climb top ride like rodeo never heard sound like cause never put like soon come door get pullin zipper like race could get undressed quicker ironic erotic watch thong thinkin bout as gone touched right spot right time light light like behind seductive see way whine hip slow floor grind long stoppin homie stoppin drippin wet sweat man poppin champagne campaign bottle bottle gon sip til every bubble every bottle gone take candy shop let lick lollipop head girl stop keep goin hit spot whoa take candy shop want one taste got spendin got keep goin hit spot whoa take candy shop let lick lollipop head girl stop keep goin hit spot whoa take candy shop want one taste got spendin got keep goin hit spot whoa 
"""Don't Cha""",okay ahh yeah ahh get little hot sweaty ooh baby lady let uhh soldier let doll let talk know give little situation listen fella see get hot every time come step spot ready make place sizzle like summertime cookout prowl best chick yes lookout let dance slow bangin shorty like belly dancer wit smell good pretty skin gangsta wit ooh baby trick diamond sleeve gim number make sure call leave know like know like know know whenever come around know want know want easy see easy see back mind know fuckin might also like cha wish girlfriend hot like cha wish girlfriend freak like cha cha cha wish girlfriend raw like cha wish girlfriend fun like cha cha fight feeling fight feeling leave alone leave alone cause love enough leave happy home let keep friendly let keep friendly play fair play fair yeah see care know gon wan share cha wish girlfriend hot like cha wish girlfriend freak like like cha cha baby cha alright sing cha wish girlfriend raw like raw cha wish girlfriend fun like big fun cha cha okay see goin seem like shorty wan little nage pop somethin let well let get straight every broad wan watch nigga come god almighty lookin brand new shorty wan jump aston vanquish lookin like really wan tryna put til ball black blueish blueish wan play player girl play strip chanel leave lingerie watch watch time lookin wan break back reason keep pack magnum wagon hit back magnum record think something shorty cause hard resist kid got idea dope could get cold could hit see know love know love understand understand yeah probably crazy man maybe next lifetime maybe next lifetime possibly possibly old friend secret safe shh hot cha wish girlfriend hot like cha wish girlfriend freak like like cha cha baby cha alright sing cha wish girlfriend raw like raw cha wish girlfriend fun like big fun cha cha 
"""Behind These Hazel Eyes""",seems like yesterday part used stand tall used strong arm around tight everything felt right unbreakable like nothing could wrong breathe sleep barely hangin torn piece deny pretend thought one broken deep inside get see tear cry behind hazel eye might also like told everything opened let made feel alright life left pretend together broken inside cause breathe sleep barely hangin torn piece deny pretend thought one broken deep inside get see tear cry behind hazel eye swallow spit hating blame seeing kill cry outside anymore anymore torn piece deny pretend thought one broken deep inside get see tear cry behind hazel eye torn piece deny pretend thought one broken deep inside get see tear cry behind hazel eye 
"""Disco Inferno""",one two three let mama show move head put back thing like nothing shake shake as girl mama show move head put back thing like nothing shake shake as girl house bounce already know flow sound sick dre drum nigga stupid say doc doe come quicker whoa shorty hip hypnotic move erotic watch like bounce as girl get crump make jump front thump gutter ghetto hood gully grimey good outside benz dub club snub start nothing nothing uhh one two three let might also like mama show move head put back thing like nothing shake shake as girl mama show move head put back thing like nothing shake shake as girl let party everybody stand everybody put hand let party everybody bounce sip champagne burn little greenery hot disco inferno let rocking pro get dough flip dough get sho get drink get dance floor look homie dance two step wit twist listen pimpin new true pay attention boy teach shit mix little cris little dom perignon little hennessy know finna carry hollering shorties club trying get right gon bitch till break daylight daylight one two three let mama show move head put back thing like nothing shake shake as girl mama show move head put back thing like nothing shake shake as girl see shining lit diamond cause stay grindin huh homie catch swooping bentley coupin switching lane haha see rolling know holding bout paper yeah nigga serious playing brain chain unit next level turn notch dre sent tear spot front know loco hand dance floor okay let mama show move head put back thing like nothing shake shake as girl mama show move head put back thing like nothing shake shake as girl 
"""You and Me""",day month clock never seemed alive keep back losing much time cause people nothing nothing lose people know keep eye thing want say coming right tripping word got head spinning know cause people nothing nothing prove people know keep eye something quite figure everything beautiful everything right might also like cause people nothing nothing lose people know keep eye people nothing nothing prove people know keep eye day month clock never seemed alive 
"""Don't Phunk with My Heart""",adele afrojack jacked xico tour air french band moon safari air legend alan walker different world alexander popov personal way alison wonderland awake aly filum quiet storm anne marie speak mind deluxe aphex twin collectionaphex twin selected ambient work aphex twin care aphex twin come daddy aphex twin drukqs mike rich expert knob twiddlersariana grande collectionariana grande truly ariana grande everything ariana grande dangerous woman ariana grande sweetener ariana grande thank next ariana grande positionsarmin van buuren asot collectionarmin van buuren year armin van buuren imagine booklet armin van buuren mirage remixes armin van buuren intense armin van buuren intense intense edition armin van buuren embrace armin van buuren universal religion chapter armin van buuren universal religion chapter armin van buuren universal religion chapter armin van buuren universal religion chapter armin van buuren universal religion chapter armin van buuren state trance booklet armin van buuren state trance armin van buuren state trance armin van buuren state trance armin van buuren state trance ushua ibiza armin van buuren state trance armin van buuren state trance year mix armin van buuren state trance year mix atb future memory atb contact limited edition audioslave audioslave avenged sevenfold city evil avenged sevenfold avenged sevenfold avenged sevenfold nightmareavicii collectionavicii true avicii true avicii avicii avicii storiesavril lavigne let avril lavigne best damn thing avril lavigne avril lavignebbackstreet boy millenium backstreet boy greatest hit chapter one basshunter gone album basshunter calling time billie eilish dont smile billie eilish fall asleep billie eilish happier ever jay club nation ibiza greatest hitsblack eyed pea collectionthe black eyed pea elephunk black eyed pea monkey business black eyed pea black eyed pea deluxe black eyed pea beginningboards canada music right child bread anthology bread bring horizon spirit britney spear oops britney spear greatest hit prerogative britney spear blackout bruce springsteen born collectionbt binary universe hopeful machine star eternal song across wire lost art longingbullet valentine poison bullet valentine feverccalvin harris collectioncalvin harris created disco calvin harris month calvin harris motion calvin harris funk wav bounce vol calvin harris funk wav bounce vol camila cabello camila chainsmokers memory openthe chemical brother collectionthe chemical brother exit planet dust chemical brother dig hole chemical brother surrender chemical brother come chemical brother night chemical brother brotherhood chemical brother chemical brother born echo chemical brother geography chemical brother beautiful feelinhchicane thousand mile stare christina aguilera lotus deluxe edition clean bandit new eyescoldplay collectioncoldplay parachute coldplay rush blood head coldplay leftrightleftrightleft coldplay mylo xyloto coldplay ghost story coldplay head full dream coldplay kaleidoscope epcosmic gate wake mind cranberry star best cypress hill rise upddaft punk collectiondaft punk homework daft punk discovery daft punk human daft punk alive daft punk random access memoriesdakota thought become thing dash berlin musicislife deluxe david guetta collectiondavid guetta little love david guetta guetta blaster david guetta little love pop life david guetta one love david guetta nothing beat cathy david guetta famous ibiza mix david guetta nothing beat cathy david guetta famous ibiza mix david guetta listen david guetta listen david guetta david guetta limited edition deadmau collectiondeadmau lack better name deadmau deadmau album title go deadmau deadmau year mau depeche mode collectiondepeche mode violator depeche mode ultra depeche mode delta machine depeche mode spiritdido life rent dido greatest hit deluxe edition disclosure caracal disturbed sickness shadow reconstructed best shadow snake encore dream theater image word dua lipa dua lipa complete edition eed sheeran collectioned sheeran sheeran wembley edition sheeran collaboration projectthe best electric light orchestra worldeminem collectioneminem slim shady eminem marshall mathers clean eminem marshall mathers expanded edition explicit eminem curtain call hit eminem relapse eminem recovery eminem marshall mathers eminem kamikaze eminem music murdered byeric prydz opusffatboy slim greatest hit try harder fatboy slim bem brasil fatboy slim fatboy slim collection fergie dutch flo rida one flo part flo rida wild one foo fighter greatest hit foo fighter wasting light foster people torchesggarbage beautifulgarbage ghost ghost gigi agostino amour toujours gigi agostino gigi best giorgio moroder vugorillaz collectiongorillaz gorillaz gorillaz demon day gorillaz plastic beach gorillaz nowgreen day dookie green day american idiot green day heart like hand grenade dvd gun rose appetite destruction gun rose greatest hit gwen stefani love angel music baby deluxe hhardwell hardwell present revealed volume hardwell united hoobastank reasoniicona pop icona pop imagine dragon evolve intl deluxe infected mushroom vicious delicious infected mushroom killing time remixes infected mushroom army mushroom inna party never end deluxe edition jjamiroquai high time single james brown gold jason derulo everything jean michel jarre electronica time machine jean michel jarre electronica heart noise essential juda priest juda priest firepower justice cross justin bieber believe justin bieber purpose justin bieber change justin timberlake justifiedkkanye west college dropout kanye west graduation kaskade strobelite seduction kaskade fire icekaty perry collectionkaty perry one boy katy perry mtv unplugged katy perry teenage dream complete confection katy perry prism katy perry witness katy perry smilethe best sunshine band keane hope fear kelly clarkson ever wanted kendrick lamar damn kill noise occult classic kinky kinky kinky atlas knife party abandon ship korn follow leader korn issue korn untouchable kraftwerk computer world kygo cloud ninellady gaga collectionlady gaga fame lady gaga born way lady gaga born way remix lady gaga chromaticalenny kravitz greatest hit lenny kravitz lenny kravitz limp bizkit greatest hitz linkin park hybrid theory linkin park minute midnight linkin park recharged lmfao sorry party rocking luis miguel todos los romancesmmadonna collectionmadonna ray light madonna american pie madonna music madonna confession dancefloor madonna hard candy madonna celebrationman arde cielo marilyn manson lest forget best mark ronson uptown special markus schulz toronto markus schulz world tour best maroon song jane maroon hand martin garrix gold sky meghan trainor thank deluxe version metallica master puppet metallica metallica black album mgmt oracular spectacular mgmt little dark agemichael jackson collectionmichael jackson thriller michael jackson bad michael jackson dangerous michael jackson thriller miley cyrus bangerz deluxe moby collectionmoby play moby best moby moby everything beautiful nothing hurt moby reprisemy chemical romance collectionmy chemical romance three cheer sweet revenge chemical romance black parade chemical romance danger day true life fabulous killjoy chemical romance may death never stop younnero welcome reality nickelback dark horse nicki minaj pinkprint nine inch nail downward spiral nine inch nail perfect drug versionsnirvana collectionnirvana bleach nirvana nevermind nirvana utero nirvana mtv unplugged new york nirvana nirvana nsync celebrity doubt rock steady doubt single ooasis definitely maybe oasis story morning glory oasis oasis masterplan omi uone direction collectionone direction night mexican souvenir edition one direction take home one direction midnight memory one direction made onerepublic native orbital orbital ozzy osbourne blizzard ozzppxndx unplugged mtv pxndx sangre papa roach live paul mccartney best never mind bollock paul oakenfold vonyc session presented paul van dyk paul van dyk politics dancing pearl jam tenpendulum collectionpendulum hold colour reissue pendulum silico pendulum immersionpharrell williams girl misunderstood funhouse truth love deluxe edition pink floyd collection pink floyd atom heart mother pink floyd meddle pink floyd obscured cloud pink floyd dark side moon pink floyd wish pink floyd animal pink floyd wall pink floyd final cut pink floyd momentary lapse reason pink floyd division bellpitbull armando pitbull planet pit deluxe edition pitbull dale porter robinson world post malone stoney deluxe post malone hollywood bleedingthe prodigy collectionthe prodigy always outnumbered never outgunned prodigy law single prodigy day enemy prodigy touristsqqueen greatest hit queen bohemian rhapsody original soundtrack rradiohead airbag driving rage machine rage machine rage machine battle los angeles rammstein sehnsucht rammstein mutter red hot chili pepper blood sugar sex magik red hot chili pepper californication ricky martin livin vida loca remixes rihanna good girl gone bad reloaded rihanna talk talk robbie rivera dance die album robbie williams rudebox robbie williams reality killed video star robert mile dreamland robin schulz prayer robin schulz sugarsselena gomez star dance jewel case selena gomez rareshakira collectionshakira piez descalzos shakira servicio lavanderia shakira fijaci oral vol shakira oral fixation vol shakira loba shakira sale solsharam get wild shawn mendes shawn mendes deluxe edition sia acting simple plan simple planskrillex collectionskrillex scary monster nice sprite skrillex bangarang skrillex recess jack skrillex diplo present jack slipknot slipknot slipknot hope gone slipknot end far soda stereo ver volver sophie elli bextor read lip swedish house mafia one swedish house mafia paradise againsystem collectionsystem system system toxicity system steal album system mezmerize system hypnotizettaylor swift taylor swift lover door strange day door best doorsti sto collectionti sto sto element life sto kaleidoscope sto club life volume one la vega sto club life volume two miami sto club life vol new york citytim hecker imaginary country timo maas loud tinie tempah disc overy troye sivan blue neighbourhood troye sivan bloom twenty one pilot blurryfacevariousarmada trance armada year state trance invasion beat beat best trance big brother xico album black panther album club essential club nation ibiza dancefloor europaempo collectionempo aniversario empo aniversario empo award empo award empo black label pioneer empo netherlands empo red label empo romania empo white labelessential eurohouse best exa vol footloose original soundtrack generaci electro howslaibiza residence collectionibiza residence ma nescaf ibiza residence ma nescaf ibiza residence ibiza residence ibiza residence ibiza residence ibiza residence ibiza residence ibiza underground esencial per xitos esencial xitos esencial xitos los mejores dj del mundo vol ma nescaf collection ma nescaf uno ma nescaf do ma nescaf ma nescaf cuatro xtd ma nescaf cinco ma nescaf seis ma nescaf siete ma nescaf ocho ma nescaf nueve ma nescaf diezmoulin rouge muevete salva mundo music cool music vol rhythm del mundo cuba sector beat sector beat sector beat sector beat sensation wild song love suicide squad album telehit cerebro electr nicothe annual compilation collectionthe annual ministry sound annual ma annual annual compilation annual compilation annual compilation annual compilation annual compilation annual compilation sound revealed mixed dannic dyro underground techno tomorrowland music unite forever tomorrowland secret kingdom melodia tomorrowland elixir life toolroom ibiza top chart collectiontop chart top chart top chart top chart top chart top chart top chart top pop volume one ukf dubstep ultra xico vive aventurau zooropa single line horizon usher versuswthe weeknd collectionthe weeknd beauty behind madness weeknd starboy weeknd dear melancholy weeknd hour weeknd dawn fmwilliam orbit piece modern stylezzedd clarity deluxe edition 
"""Lose Control""",music make lose control music make lose control let hey hey hey hey hey hey music make lose control misdemeanor house yeah ciara house misdemeanor house fatman scoop man scoop man scoop got cute face chubby waist mhm thick leg shape let mon rump shakin way mon make double take let woo planet rocker show stopper flow proper head knocker yeah beat scholar tail dropper thang motherfucker let roll royce lamborghini blue madina always beamin rag top chrome pipe bring back blue light outta sight bring back long weave sewed work say sewed work make money throw woo booty bouncin head hand might also like everybody get control get back wall cause misdemeanor said huh everybody throw hand air step step everybody throw hand air woo everybody throw hand air step step everybody throw hand air woo well name ciara fly fella one better sing acapella mon boy music make lose control bring back gon make lose control one two three let let fore know gon hit flo yeah yeah rock beat til tired walk club fire get crunk wired wave hand scream louder smoke fire mon put hand bring roof holla tipsy stand turn louder take somebody waist throw face like hypnotic robotic rock body woo take somebody waist huh throw face like huh systematic ecstatic hit automatic work work work work work work work work work work work work work work work work right hit floor hit floor yes hit floor hit floor work hit floor hit floor hit floor woo everybody get control woo get back wall cause misdemeanor said huh everybody throw hand air step step everybody throw hand air woo everybody throw hand air step step everybody throw hand air let everybody get control mmm get back wall cause misdemeanor said everybody get back wall step step everybody get back wall keep steppin everybody get back wall step step everybody step get loose get back wall put back wall put back wall put back wall put back wall misdemeanor house yeah ciara house misdemeanor house music make lose control fire fire fire fire throw girl throw girl throw girl yeah move arm left girl move arm left girl move arm right girl move arm right girl let let let woo let bring back right bring back woo see see like shake girl mon shake girl mon let pop right girl mon let pop right girl back girl back girl back girl back girl woo woo woo bring front girl bring front girl bring front girl bring front girl let let woo 
"""Shake It Off""",ooh ooh ooh ooh ooh ooh everybody everybody bounce bounce check ooh ooh ooh ooh ooh ooh everybody everybody bounce bounce got shake cause loving keep playing game like know stay got shake shake like calgon commercial really got get outta somewhere got shake got make move yeah find somebody appreciates love give boy got shake shake got best baby mean got shake time get message gon late huh bother paging cause way doin see grabbed diamond clothes ask momma know gon miss baby hate say told yeah well first know clear would cheat freak lie compulsively packed louis vuitton pack jumped ride took never ever find girl love might also like got shake cause loving keep playing game like know stay got shake shake like calgon commercial really got get outta somewhere got shake got make move huh find somebody appreciates love give boy got shake shake got best yeah baby mean got shake watch got shake shake shake shake shake shake shake shake shake shake got shake look like shake shake shake shake shake shake shake shake shake shake found gang dirty little deed one one pool beach street heard hold phone breakin hang call machine right back got get mind worth time leaving behind huh yeah cause need real love life save recording never coming back home huh baby gone gone know got shake cause loving keep playing game like know stay got shake shake like calgon commercial really got get outta somewhere got shake got make move huh find somebody appreciates love give boy got shake shake got best baby mean got shake watch got shake shake shake shake shake haha shake shake shake shake shake got shake watch shake shake shake shake shake shake shake shake shake shake got shake cause loving keep playing game like know stay got shake shake like calgon commercial really got get outta somewhere got shake got make move say find somebody appreciates love give like part boy got shake shake got best huh baby mean got shake got shake ooh ooh ooh ooh everybody everybody bounce bounce got shake shake ooh ooh ooh ooh everybody everybody bounce bounce got shake 
"""Mr. Brightside""",comin cage doin fine got got want started kiss end like kiss kiss fallin asleep callin cab havin smoke takin drag goin bed stomach sick head touchin chest take dress let look killin takin control jealousy turnin saint sea swimmin sick lullaby chokin alibi price pay destiny callin open eager eye cause brightside might also like comin cage doin fine got got want started kiss end like kiss kiss fallin asleep callin cab havin smoke takin drag goin bed stomach sick head touchin chest take dress let cause look killin takin control jealousy turnin saint sea swimmin sick lullaby chokin alibi price pay destiny callin open eager eye cause brightside never never never never 
